"cost_code","2023-06","2023-07","2023-08","2023-09","2023-10","2023-11","2023-12","2024-01","2024-02","2024-03","2024-04","2024-05","2024-06","2024-07","2024-08","2024-09","2024-10","2024-11","2024-12","2025-01","2025-02","2025-03","2025-04","2025-05","2025-06","2025-07","2025-08","2025-09","2025-10","2025-11","2025-12","2026-01","2026-02","2026-03","2026-04","2026-05","2026-06","2026-07","2026-08","2026-09","2026-10","2026-11"
"15-10-185","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","96875.04","53124.96","0.00","0.00","0.00","0.00"
"15-10-205","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","51403.19","28188.81","0.00","0.00","0.00","0.00"
"15-10-310","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6845.54","3776.84","0.00","0.00","0.00","0.00"
"15-10-312","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1266.27","7949.36","4291.25","0.00","0.00","0.00"
"15-10-440","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","65.64","85.33","59.07","0.00","0.00","0.00"
"15-10-550","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5006.51","45058.59","0.00","0.00","0.00","0.00"
"15-11-400","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","123788.84","0.00","0.00","44359.98","0.00","0.00","0.00","0.00","0.00","29915.75","269241.73","0.00","0.00","0.00","0.00"
"15-11-450","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","309589.50","433425.30","309589.50","0.00","0.00","0.00"
"15-12-300","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","268335.09","0.00","0.00","165867.44","277363.24","233166.80","0.00","82935.69","0.00","0.00","8796.71","0.00","107843.21","140196.18","97058.89","0.00","0.00","0.00"
"15-12-490","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","69250.00","0.00","0.00","17856.59","24999.22","17856.59","0.00","0.00","0.00"
"15-12-540","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23490.85","0.00","0.00","0.00","29598.86","16330.39","0.00","0.00","0.00","0.00"
"15-13-150","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8000.00","0.00","0.00","30000.00","82155.93","0.00","84800.00","42400.00","10600.00","0.00","0.00","0.00","63600.00","0.00","53000.00","0.00","34673.38","19130.12","0.00","0.00","0.00","0.00"
"15-14-110","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23267.25","984.75","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3948.37","4191.01","4433.64","3595.44","2757.24","1919.05"
"15-14-200","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","257426.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11900.00","0.00","0.00","0.00","0.00","0.00","189858.45","0.00","145554.03","189220.24","130998.62","0.00","0.00","0.00"
"15-15-310","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","35335.00","0.00","0.00","4817.50","167986.40","175506.10","194388.00","1986.00","25458.00","0.00","12813.00","11735.20","10086.80","0.00","27231.80","31832.59","24247.50","16662.41","0.00","0.00"
"15-15-410","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7970.00","0.00","0.00","45040.00","161526.23","212472.50","0.00","121562.50","155575.00","141545.00","338188.94","250370.75","135375.00","167212.00","131716.75","294830.00","56665.00","0.00","251490.85","316691.92","251490.85","186289.78","0.00","0.00"
"15-15-700","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","211809.60","55000.00","13733.00","62641.00","73618.39","114810.51","117003.19","467737.72","281554.08","150816.29","378484.70","184000.09","209343.30","95257.90","0.00","81831.23","95656.52","72863.42","50070.32","0.00","0.00"
"15-16-110","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","53429.50","251362.07","922123.50","160054.85","69000.00","76162.50","483820.56","295530.50","464319.72","5995.35","206328.00","1940906.35","545234.72","-317101.61","1589622.57","1192239.84","1697173.47","783166.12","652979.88","516398.73","469311.48","0.00","0.00"
"15-16-111","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","13230.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","14210.01","7839.99","0.00","0.00","0.00","0.00"
"15-16-112","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","81897.97","0.00","0.00","11361.83","12060.04","12758.26","10346.25","7934.24","5522.23"
"15-16-400","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","231263.00","0.00","0.00","146756.67","0.00","4270.00","0.00","0.00","0.00","0.00","0.00","0.00","81082.46","105407.20","72974.22","0.00","0.00","0.00"
"20-18-107","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5875.00","457020.53","28332.00","0.00","0.00","5600.33","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","109629.70","116366.72","123103.74","99830.40","76557.05","53283.72"
"20-18-110","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20-18-141","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20-18-170","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","302326.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"20-18-250","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"90-01-300","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1297.34","0.00","76.88","0.00","513.53","184.50","1390.43","891.53","1850.30","3199.58","4994.10","4780.99","2650.67","2893.45","51.10","964.93","1024.23","1083.53","878.68","673.84","469.00"
